fid,in_atuacao,in_id,in_iptu_pr,in_situac,in_sql,in_tipolog,CEPEUC_SETOR_QUADRA_LOTE,CEPEUC_TIPOLOGIA,CEPEUC_LOGRADOURO,CEPEUC_N,CEPEUC_COND.,CEPEUC_SUBPREFEITURA,CEPEUC_PERIMETRO,CEPEUC_AREA_DO_TERRENO,CEPEUC_AREA_CONTRUÍDA,CEPEUC_DATA_DA_NOTIFICAÇAO,CEPEUC_IDENTIFICAÇÃO_DO_INSTRUMENTO,CEPEUC_SITUAÇAO_DO_IMOVEL,CEPEUC_SOLICITACAO_DA_AVERBACAO,CEPEUC_DATA_INICIAL_DA_APLICAÇÃO,CEPEUC_DATA_PROTOCOLO_APROVACAO_E_EXECUCAO_PROJETO_OU_EQUIVALENTE,CEPEUC_DATA_EXPEDICAO_ALVARA_APROVACAO_E_EXECUCAO,CEPEUC_BASE_DECAD2018,CEPEUC_DATA_1_APLICACAO_DA_ALIQUOTA_PROGRESSIVA,CEPEUC_IPTU_PROGRESSIVO_ENVIADOS_SF2016,CEPEUC_IPTU_PROGRESSIVO_ENVIADOS_SF2017,CEPEUC_IPTU_PROGRESSIVO_ENVIADOS_SF2018,CEPEUC_IPTU_PROGRESSIVO_ENVIADOS_SF2019,CEPEUC_DATA DA PUBLICACAO_DECRETO_DE_DESAPROPRIACAO,CEPEUC_DATA_DA_PROPOSITURA_DEACAO_DE_DESAPROPRIACAO,CEPEUC_DESTINACAO_DO_IMOVEL,CEPEUC_JUSTIFICATIVA_AUSENCIA_INTERESSE_NA_AQUISICAO
"1325",OU CENTRO,"1325",NÃO,NOTIFICADO,"0060350314",NAO UTILIZADO,"0060350314",NÃO UTILIZADO,AV. NOVE DE JULHO,"40",SIM,SPSE,OU CENTRO,"857","60",2019/11/28,PEUC,NOTIFICADO,"-",2019/11/28,"-","-",,"-","-","-","-","-","-","-","-","-"
"1326",OU CENTRO,"1326",NÃO,NOTIFICADO,"0060350200",NAO UTILIZADO,"0060350200",NÃO UTILIZADO,AV. NOVE DE JULHO,"40",SIM,SPSE,OU CENTRO,"857","70",2019/12/03,PEUC,NOTIFICADO,"-",2019/12/03,"-","-",,"-","-","-","-","-","-","-","-","-"
"1327",OU CENTRO,"1327",NÃO,NOTIFICADO,"0060350203",NAO UTILIZADO,"0060350203",NÃO UTILIZADO,AV. NOVE DE JULHO,"40",SIM,SPSE,OU CENTRO,"857","70",2019/11/29,PEUC,NOTIFICADO,"-",2019/11/29,"-","-",,"-","-","-","-","-","-","-","-","-"
"1328",OU CENTRO,"1328",NÃO,NOTIFICADO,"0060350204",NAO UTILIZADO,"0060350204",NÃO UTILIZADO,AV. NOVE DE JULHO,"40",SIM,SPSE,OU CENTRO,"857","70",2019/11/29,PEUC,NOTIFICADO,"-",2019/11/29,"-","-",,"-","-","-","-","-","-","-","-","-"
"1329",OU CENTRO,"1329",NÃO,NOTIFICADO,"0060350205",NAO UTILIZADO,"0060350205",NÃO UTILIZADO,AV. NOVE DE JULHO,"40",SIM,SPSE,OU CENTRO,"857","70",2019/11/29,PEUC,NOTIFICADO,"-",2019/11/29,"-","-",,"-","-","-","-","-","-","-","-","-"
"1330",OU CENTRO,"1330",NÃO,IMPUGNAÇÃO INDEFERIDA / MONITORAMENTO,"0060350209",NAO UTILIZADO,"0060350209",NÃO UTILIZADO,AV. NOVE DE JULHO,"40",SIM,SPSE,OU CENTRO,"857","60",2019/12/05,PEUC,IMPUGNAÇÃO INDEFERIDA / MONITORAMENTO,"-",2019/12/05,"-","-",,"-","-","-","-","-","-","-","-","-"
"1331",OU CENTRO,"1331",NÃO,IMPUGNAÇÃO INDEFERIDA / MONITORAMENTO,"0060350220",NAO UTILIZADO,"0060350220",NÃO UTILIZADO,AV. NOVE DE JULHO,"40",SIM,SPSE,OU CENTRO,"857","70",2019/12/06,PEUC,IMPUGNAÇÃO INDEFERIDA / MONITORAMENTO,"-",2019/12/06,"-","-",,"-","-","-","-","-","-","-","-","-"
"1332",OU CENTRO,"1332",NÃO,NOTIFICADO,"0060350223",NAO UTILIZADO,"0060350223",NÃO UTILIZADO,AV. NOVE DE JULHO,"40",SIM,SPSE,OU CENTRO,"857","70",2019/11/21,PEUC,NOTIFICADO,"-",2019/11/21,"-","-",,"-","-","-","-","-","-","-","-","-"
"1333",OU CENTRO,"1333",NÃO,NOTIFICADO,"0060350226",NAO UTILIZADO,"0060350226",NÃO UTILIZADO,AV. NOVE DE JULHO,"40",SIM,SPSE,OU CENTRO,"857","60",2019/11/29,PEUC,NOTIFICADO,"-",2019/11/29,"-","-",,"-","-","-","-","-","-","-","-","-"
"1334",OU CENTRO,"1334",NÃO,NOTIFICADO,"0060350227",NAO UTILIZADO,"0060350227",NÃO UTILIZADO,AV. NOVE DE JULHO,"40",SIM,SPSE,OU CENTRO,"857","76",2019/11/29,PEUC,NOTIFICADO,"-",2019/11/29,"-","-",,"-","-","-","-","-","-","-","-","-"
"1335",OU CENTRO,"1335",NÃO,NOTIFICADO,"0060350228",NAO UTILIZADO,"0060350228",NÃO UTILIZADO,AV. NOVE DE JULHO,"40",SIM,SPSE,OU CENTRO,"857","58",2019/11/29,PEUC,NOTIFICADO,"-",2019/11/29,"-","-",,"-","-","-","-","-","-","-","-","-"
"1336",OU CENTRO,"1336",NÃO,NOTIFICADO,"0060350229",NAO UTILIZADO,"0060350229",NÃO UTILIZADO,AV. NOVE DE JULHO,"40",SIM,SPSE,OU CENTRO,"857","70",2019/11/30,PEUC,NOTIFICADO,"-",2019/11/30,"-","-",,"-","-","-","-","-","-","-","-","-"
"1337",OU CENTRO,"1337",NÃO,NOTIFICADO,"0060350230",NAO UTILIZADO,"0060350230",NÃO UTILIZADO,AV. NOVE DE JULHO,"40",SIM,SPSE,OU CENTRO,"857","70",2019/11/29,PEUC,NOTIFICADO,"-",2019/11/29,"-","-",,"-","-","-","-","-","-","-","-","-"
"1338",OU CENTRO,"1338",NÃO,IMPUGNAÇÃO EM ANÁLISE,"0060350231",NAO UTILIZADO,"0060350231",NÃO UTILIZADO,AV. NOVE DE JULHO,"40",SIM,SPSE,OU CENTRO,"857","70",2019/11/29,PEUC,IMPUGNAÇÃO INDEFERIDA / MONITORAMENTO,"-",2019/11/29,"-","-",,"-","-","-","-","-","-","-","-","-"
"1339",OU CENTRO,"1339",NÃO,NOTIFICADO,"0060350232",NAO UTILIZADO,"0060350232",NÃO UTILIZADO,AV. NOVE DE JULHO,"40",SIM,SPSE,OU CENTRO,"857","70",2019/11/29,PEUC,NOTIFICADO,"-",2019/11/29,"-","-",,"-","-","-","-","-","-","-","-","-"
"1340",OU CENTRO,"1340",NÃO,IMPUGNAÇÃO INDEFERIDA / MONITORAMENTO,"0060350243",NAO UTILIZADO,"0060350243",NÃO UTILIZADO,AV. NOVE DE JULHO,"40",SIM,SPSE,OU CENTRO,"857","76",2019/12/05,PEUC,IMPUGNAÇÃO INDEFERIDA / MONITORAMENTO,"-",2019/12/05,"-","-",,"-","-","-","-","-","-","-","-","-"
"1341",OU CENTRO,"1341",NÃO,NOTIFICADO,"0060350251",NAO UTILIZADO,"0060350251",NÃO UTILIZADO,AV. NOVE DE JULHO,"40",SIM,SPSE,OU CENTRO,"857","76",2019/11/29,PEUC,NOTIFICADO,"-",2019/11/29,"-","-",,"-","-","-","-","-","-","-","-","-"
"1342",OU CENTRO,"1342",NÃO,NOTIFICADO,"0060350252",NAO UTILIZADO,"0060350252",NÃO UTILIZADO,AV. NOVE DE JULHO,"40",SIM,SPSE,OU CENTRO,"857","70",2019/11/29,PEUC,NOTIFICADO,"-",2019/11/29,"-","-",,"-","-","-","-","-","-","-","-","-"
"1343",OU CENTRO,"1343",NÃO,NOTIFICADO,"0060350270",NAO UTILIZADO,"0060350270",NÃO UTILIZADO,AV. NOVE DE JULHO,"40",SIM,SPSE,OU CENTRO,"857","70",2019/11/30,PEUC,NOTIFICADO,"-",2019/11/30,"-","-",,"-","-","-","-","-","-","-","-","-"
"1344",OU CENTRO,"1344",NÃO,NOTIFICADO,"0060350271",NAO UTILIZADO,"0060350271",NÃO UTILIZADO,AV. NOVE DE JULHO,"40",SIM,SPSE,OU CENTRO,"857","70",2019/11/29,PEUC,NOTIFICADO,"-",2019/11/29,"-","-",,"-","-","-","-","-","-","-","-","-"
"1345",OU CENTRO,"1345",NÃO,NOTIFICADO,"0060350273",NAO UTILIZADO,"0060350273",NÃO UTILIZADO,AV. NOVE DE JULHO,"40",SIM,SPSE,OU CENTRO,"857","60",2019/12/05,PEUC,NOTIFICADO,"-",2019/12/05,"-","-",,"-","-","-","-","-","-","-","-","-"
"1346",OU CENTRO,"1346",NÃO,NOTIFICADO,"0060350274",NAO UTILIZADO,"0060350274",NÃO UTILIZADO,AV. NOVE DE JULHO,"40",SIM,SPSE,OU CENTRO,"857","60",2019/11/29,PEUC,NOTIFICADO,"-",2019/11/29,"-","-",,"-","-","-","-","-","-","-","-","-"
"1347",OU CENTRO,"1347",NÃO,NOTIFICADO,"0060350279",NAO UTILIZADO,"0060350279",NÃO UTILIZADO,AV. NOVE DE JULHO,"40",SIM,SPSE,OU CENTRO,"857","70",2019/11/29,PEUC,NOTIFICADO,"-",2019/11/29,"-","-",,"-","-","-","-","-","-","-","-","-"
"1348",OU CENTRO,"1348",NÃO,NOTIFICADO,"0060350282",NAO UTILIZADO,"0060350282",NÃO UTILIZADO,AV. NOVE DE JULHO,"40",SIM,SPSE,OU CENTRO,"857","60",2019/11/29,PEUC,NOTIFICADO,"-",2019/11/29,"-","-",,"-","-","-","-","-","-","-","-","-"
"1349",OU CENTRO,"1349",NÃO,IMPUGNAÇÃO INDEFERIDA / MONITORAMENTO,"0060350304",NAO UTILIZADO,"0060350304",NÃO UTILIZADO,AV. NOVE DE JULHO,"40",SIM,SPSE,OU CENTRO,"857","70",2019/12/03,PEUC,IMPUGNAÇÃO INDEFERIDA / MONITORAMENTO,"-",2019/12/03,"-","-",,"-","-","-","-","-","-","-","-","-"
"1350",OU CENTRO,"1350",NÃO,IMPUGNAÇÃO INDEFERIDA / MONITORAMENTO,"0060350320",NAO UTILIZADO,"0060350320",NÃO UTILIZADO,AV. NOVE DE JULHO,"40",SIM,SPSE,OU CENTRO,"857","66",2019/11/29,PEUC,IMPUGNAÇÃO INDEFERIDA / MONITORAMENTO,"-",2019/11/29,"-","-",,"-","-","-","-","-","-","-","-","-"
"1351",OU CENTRO,"1351",NÃO,NOTIFICADO,"0060350345",NAO UTILIZADO,"0060350345",NÃO UTILIZADO,AV. NOVE DE JULHO,"40",SIM,SPSE,OU CENTRO,"857","60",2019/11/29,PEUC,NOTIFICADO,"-",2019/11/29,"-","-",,"-","-","-","-","-","-","-","-","-"
"1352",OU CENTRO,"1352",NÃO,IMPUGNAÇÃO INDEFERIDA / MONITORAMENTO,"0060350347",NAO UTILIZADO,"0060350347",NÃO UTILIZADO,AV. NOVE DE JULHO,"40",SIM,SPSE,OU CENTRO,"857","70",2019/11/29,PEUC,IMPUGNAÇÃO INDEFERIDA / MONITORAMENTO,"-",2019/11/29,"-","-",,"-","-","-","-","-","-","-","-","-"
"1353",OU CENTRO,"1353",NÃO,IMPUGNAÇÃO INDEFERIDA / MONITORAMENTO,"0060350348",NAO UTILIZADO,"0060350348",NÃO UTILIZADO,AV. NOVE DE JULHO,"40",SIM,SPSE,OU CENTRO,"857","70",2019/11/29,PEUC,IMPUGNAÇÃO INDEFERIDA / MONITORAMENTO,"-",2019/11/29,"-","-",,"-","-","-","-","-","-","-","-","-"
"1354",OU CENTRO,"1354",NÃO,IMPUGNAÇÃO INDEFERIDA / MONITORAMENTO,"0060350349",NAO UTILIZADO,"0060350349",NÃO UTILIZADO,AV. NOVE DE JULHO,"40",SIM,SPSE,OU CENTRO,"857","70",2019/11/29,PEUC,IMPUGNAÇÃO INDEFERIDA / MONITORAMENTO,"-",2019/11/29,"-","-",,"-","-","-","-","-","-","-","-","-"
"1355",OU CENTRO,"1355",NÃO,IMPUGNAÇÃO INDEFERIDA / MONITORAMENTO,"0060350356",NAO UTILIZADO,"0060350356",NÃO UTILIZADO,AV. NOVE DE JULHO,"40",SIM,SPSE,OU CENTRO,"857","70",2019/11/30,PEUC,IMPUGNAÇÃO INDEFERIDA / MONITORAMENTO,"-",2019/11/30,"-","-",,"-","-","-","-","-","-","-","-","-"
"1356",OU CENTRO,"1356",NÃO,IMPUGNAÇÃO INDEFERIDA / MONITORAMENTO,"0060350263",NAO UTILIZADO,"0060350263",NÃO UTILIZADO,AV. NOVE DE JULHO,"40",SIM,SPSE,OU CENTRO,"857","70",2019/12/10,PEUC,IMPUGNAÇÃO INDEFERIDA / MONITORAMENTO,"-",2019/12/10,"-","-",,"-","-","-","-","-","-","-","-","-"
"1357",OU CENTRO,"1357",NÃO,IMPUGNAÇÃO INDEFERIDA / MONITORAMENTO,"0060350266",NAO UTILIZADO,"0060350266",NÃO UTILIZADO,AV. NOVE DE JULHO,"40",SIM,SPSE,OU CENTRO,"857","60",2019/12/10,PEUC,IMPUGNAÇÃO INDEFERIDA / MONITORAMENTO,"-",2019/12/10,"-","-",,"-","-","-","-","-","-","-","-","-"
"1358",OU CENTRO,"1358",SIM,NOTIFICADO,"0010550221",NAO UTILIZADO,"0010550221",NÃO UTILIZADO,R DO BOTICARIO,"95",SIM,SPSE,OU CENTRO,"252","2019",2015/03/10,IPTU PROGRESSIVO,NOTIFICADO,AVERBADO,2015/03/10,"-","-",,"2017","-",ENVIADO,"-",ENVIADO,"-","-","-","-"
"1359",OU CENTRO,"1359",SIM,NOTIFICADO,"0010550222",NAO UTILIZADO,"0010550222",NÃO UTILIZADO,R DO BOTICARIO,"103",SIM,SPSE,OU CENTRO,"252","2019",2015/03/10,IPTU PROGRESSIVO,NOTIFICADO,AVERBADO,2015/03/10,"-","-",,"2017","-",ENVIADO,"-",ENVIADO,"-","-","-","-"
"1360",OU CENTRO,"1360",SIM,NOTIFICADO,"0010550223",NAO UTILIZADO,"0010550223",NÃO UTILIZADO,R DO BOTICARIO,"99",SIM,SPSE,OU CENTRO,"252","2019",2015/03/10,IPTU PROGRESSIVO,NOTIFICADO,AVERBADO,2015/03/10,"-","-",,"2017","-",ENVIADO,"-",ENVIADO,"-","-","-","-"
"1361",OU CENTRO,"1361",SIM,NOTIFICADO,"0010550224",NAO UTILIZADO,"0010550224",NÃO UTILIZADO,R DO BOTICARIO,"103",SIM,SPSE,OU CENTRO,"252","2019",2015/03/10,IPTU PROGRESSIVO,NOTIFICADO,AVERBADO,2015/03/10,"-","-",,"2017","-",ENVIADO,"-",ENVIADO,"-","-","-","-"
"1362",OU CENTRO,"1362",SIM,NOTIFICADO,"0010550225",NAO UTILIZADO,"0010550225",NÃO UTILIZADO,R DO BOTICARIO,"103",SIM,SPSE,OU CENTRO,"252","2019",2015/03/10,IPTU PROGRESSIVO,NOTIFICADO,AVERBADO,2015/03/10,"-","-",,"2017","-",ENVIADO,"-",ENVIADO,"-","-","-","-"
"1363",OU CENTRO,"1363",SIM,NOTIFICADO,"0010550226",NAO UTILIZADO,"0010550226",NÃO UTILIZADO,R DO BOTICARIO,"103",SIM,SPSE,OU CENTRO,"252","2019",2015/03/10,IPTU PROGRESSIVO,NOTIFICADO,AVERBADO,2015/03/10,"-","-",,"2017","-",ENVIADO,"-",ENVIADO,"-","-","-","-"
"1364",OU CENTRO,"1364",SIM,NOTIFICADO,"0010550227",NAO UTILIZADO,"0010550227",NÃO UTILIZADO,R DO BOTICARIO,"103",SIM,SPSE,OU CENTRO,"252","2019",2015/03/10,IPTU PROGRESSIVO,NOTIFICADO,AVERBADO,2015/03/10,"-","-",,"2017","-",ENVIADO,"-",ENVIADO,"-","-","-","-"
"1365",OU CENTRO,"1365",SIM,NOTIFICADO,"0010550228",NAO UTILIZADO,"0010550228",NÃO UTILIZADO,R DO BOTICARIO,"103",SIM,SPSE,OU CENTRO,"252","2019",2015/03/10,IPTU PROGRESSIVO,NOTIFICADO,AVERBADO,2015/03/10,"-","-",,"2017","-",ENVIADO,"-",ENVIADO,"-","-","-","-"
"1366",OU CENTRO,"1366",SIM,NOTIFICADO,"0010550229",NAO UTILIZADO,"0010550229",NÃO UTILIZADO,R DO BOTICARIO,"103",SIM,SPSE,OU CENTRO,"252","2019",2015/03/10,IPTU PROGRESSIVO,NOTIFICADO,AVERBADO,2015/03/10,"-","-",,"2017","-",ENVIADO,"-",ENVIADO,"-","-","-","-"
"1367",OU CENTRO,"1367",SIM,NOTIFICADO,"0010550230",NAO UTILIZADO,"0010550230",NÃO UTILIZADO,R DO BOTICARIO,"103",SIM,SPSE,OU CENTRO,"252","2019",2015/03/10,IPTU PROGRESSIVO,NOTIFICADO,AVERBADO,2015/03/10,"-","-",,"2017","-",ENVIADO,"-",ENVIADO,"-","-","-","-"
"1368",OU CENTRO,"1368",SIM,NOTIFICADO,"0010550231",NAO UTILIZADO,"0010550231",NÃO UTILIZADO,R DO BOTICARIO,"103",SIM,SPSE,OU CENTRO,"252","2019",2015/03/10,IPTU PROGRESSIVO,NOTIFICADO,AVERBADO,2015/03/10,"-","-",,"2017","-",ENVIADO,"-",ENVIADO,"-","-","-","-"
"1369",OU CENTRO,"1369",SIM,NOTIFICADO,"0010550232",NAO UTILIZADO,"0010550232",NÃO UTILIZADO,R DO BOTICARIO,"103",SIM,SPSE,OU CENTRO,"252","2019",2015/03/10,IPTU PROGRESSIVO,NOTIFICADO,AVERBADO,2015/03/10,"-","-",,"2017","-",ENVIADO,"-",ENVIADO,"-","-","-","-"
"1370",OU CENTRO,"1370",SIM,NOTIFICADO,"0010550233",NAO UTILIZADO,"0010550233",NÃO UTILIZADO,R DO BOTICARIO,"103",SIM,SPSE,OU CENTRO,"252","2019",2015/03/10,IPTU PROGRESSIVO,NOTIFICADO,AVERBADO,2015/03/10,"-","-",,"2017","-",ENVIADO,"-",ENVIADO,"-","-","-","-"
"1371",OU CENTRO,"1371",SIM,NOTIFICADO,"0010550234",NAO UTILIZADO,"0010550234",NÃO UTILIZADO,R DO BOTICARIO,"103",SIM,SPSE,OU CENTRO,"252","2019",2015/03/10,IPTU PROGRESSIVO,NOTIFICADO,AVERBADO,2015/03/10,"-","-",,"2017","-",ENVIADO,"-",ENVIADO,"-","-","-","-"
"1372",OU CENTRO,"1372",SIM,NOTIFICADO,"0010550235",NAO UTILIZADO,"0010550235",NÃO UTILIZADO,R DO BOTICARIO,"103",SIM,SPSE,OU CENTRO,"252","2019",2015/03/10,IPTU PROGRESSIVO,NOTIFICADO,AVERBADO,2015/03/10,"-","-",,"2017","-",ENVIADO,"-",ENVIADO,"-","-","-","-"
"1373",OU CENTRO,"1373",SIM,NOTIFICADO,"0010550236",NAO UTILIZADO,"0010550236",NÃO UTILIZADO,R DO BOTICARIO,"103",SIM,SPSE,OU CENTRO,"252","2019",2015/03/10,IPTU PROGRESSIVO,NOTIFICADO,AVERBADO,2015/03/10,"-","-",,"2017","-",ENVIADO,"-",ENVIADO,"-","-","-","-"
"1374",OU CENTRO,"1374",SIM,NOTIFICADO,"0010550237",NAO UTILIZADO,"0010550237",NÃO UTILIZADO,R DO BOTICARIO,"103",SIM,SPSE,OU CENTRO,"252","2019",2015/03/10,IPTU PROGRESSIVO,NOTIFICADO,AVERBADO,2015/03/10,"-","-",,"2017","-",ENVIADO,"-",ENVIADO,"-","-","-","-"
"1375",OU CENTRO,"1375",SIM,NOTIFICADO,"0010550238",NAO UTILIZADO,"0010550238",NÃO UTILIZADO,R DO BOTICARIO,"103",SIM,SPSE,OU CENTRO,"252","2019",2015/03/10,IPTU PROGRESSIVO,NOTIFICADO,AVERBADO,2015/03/10,"-","-",,"2017","-",ENVIADO,"-",ENVIADO,"-","-","-","-"
"1376",OU CENTRO,"1376",SIM,NOTIFICADO,"0010550239",NAO UTILIZADO,"0010550239",NÃO UTILIZADO,R DO BOTICARIO,"103",SIM,SPSE,OU CENTRO,"252","2019",2015/03/10,IPTU PROGRESSIVO,NOTIFICADO,AVERBADO,2015/03/10,"-","-",,"2017","-",ENVIADO,"-",ENVIADO,"-","-","-","-"
"1377",OU CENTRO,"1377",SIM,NOTIFICADO,"0010550240",NAO UTILIZADO,"0010550240",NÃO UTILIZADO,R DO BOTICARIO,"103",SIM,SPSE,OU CENTRO,"252","2019",2015/03/10,IPTU PROGRESSIVO,NOTIFICADO,AVERBADO,2015/03/10,"-","-",,"2017","-",ENVIADO,"-",ENVIADO,"-","-","-","-"
"1378",OU CENTRO,"1378",SIM,NOTIFICADO,"0010550241",NAO UTILIZADO,"0010550241",NÃO UTILIZADO,R DO BOTICARIO,"103",SIM,SPSE,OU CENTRO,"252","2019",2015/03/10,IPTU PROGRESSIVO,NOTIFICADO,AVERBADO,2015/03/10,"-","-",,"2017","-",ENVIADO,"-",ENVIADO,"-","-","-","-"
"1379",OU CENTRO,"1379",SIM,NOTIFICADO,"0010550242",NAO UTILIZADO,"0010550242",NÃO UTILIZADO,R DO BOTICARIO,"103",SIM,SPSE,OU CENTRO,"252","2019",2015/03/10,IPTU PROGRESSIVO,NOTIFICADO,AVERBADO,2015/03/10,"-","-",,"2017","-",ENVIADO,"-",ENVIADO,"-","-","-","-"
"1380",OU CENTRO,"1380",SIM,NOTIFICADO,"0010550243",NAO UTILIZADO,"0010550243",NÃO UTILIZADO,R DO BOTICARIO,"103",SIM,SPSE,OU CENTRO,"252","2019",2015/03/10,IPTU PROGRESSIVO,NOTIFICADO,AVERBADO,2015/03/10,"-","-",,"2017","-",ENVIADO,"-",ENVIADO,"-","-","-","-"
"1381",OU CENTRO,"1381",SIM,NOTIFICADO,"0010550244",NAO UTILIZADO,"0010550244",NÃO UTILIZADO,R DO BOTICARIO,"103",SIM,SPSE,OU CENTRO,"252","2019",2015/03/10,IPTU PROGRESSIVO,NOTIFICADO,AVERBADO,2015/03/10,"-","-",,"2017","-",ENVIADO,"-",ENVIADO,"-","-","-","-"
"1382",OU CENTRO,"1382",SIM,NOTIFICADO,"0010550245",NAO UTILIZADO,"0010550245",NÃO UTILIZADO,R DO BOTICARIO,"103",SIM,SPSE,OU CENTRO,"252","2019",2015/03/10,IPTU PROGRESSIVO,NOTIFICADO,AVERBADO,2015/03/10,"-","-",,"2017","-",ENVIADO,"-",ENVIADO,"-","-","-","-"
"1383",OU CENTRO,"1383",SIM,NOTIFICADO,"0010550246",NAO UTILIZADO,"0010550246",NÃO UTILIZADO,R DO BOTICARIO,"103",SIM,SPSE,OU CENTRO,"252","2019",2015/03/10,IPTU PROGRESSIVO,NOTIFICADO,AVERBADO,2015/03/10,"-","-",,"2017","-",ENVIADO,"-",ENVIADO,"-","-","-","-"
"1384",OU CENTRO,"1384",SIM,NOTIFICADO,"0010550247",NAO UTILIZADO,"0010550247",NÃO UTILIZADO,R DO BOTICARIO,"103",SIM,SPSE,OU CENTRO,"252","2019",2015/03/10,IPTU PROGRESSIVO,NOTIFICADO,AVERBADO,2015/03/10,"-","-",,"2017","-",ENVIADO,"-",ENVIADO,"-","-","-","-"
"1385",OU CENTRO,"1385",SIM,NOTIFICADO,"0010550248",NAO UTILIZADO,"0010550248",NÃO UTILIZADO,R DO BOTICARIO,"103",SIM,SPSE,OU CENTRO,"252","2019",2015/03/10,IPTU PROGRESSIVO,NOTIFICADO,AVERBADO,2015/03/10,"-","-",,"2017","-",ENVIADO,"-",ENVIADO,"-","-","-","-"
"1386",OU CENTRO,"1386",SIM,NOTIFICADO,"0010550249",NAO UTILIZADO,"0010550249",NÃO UTILIZADO,R DO BOTICARIO,"103",SIM,SPSE,OU CENTRO,"252","2019",2015/03/10,IPTU PROGRESSIVO,NOTIFICADO,AVERBADO,2015/03/10,"-","-",,"2017","-",ENVIADO,"-",ENVIADO,"-","-","-","-"
"1387",OU CENTRO,"1387",SIM,NOTIFICADO,"0010550250",NAO UTILIZADO,"0010550250",NÃO UTILIZADO,R DO BOTICARIO,"103",SIM,SPSE,OU CENTRO,"252","2019",2015/03/10,IPTU PROGRESSIVO,NOTIFICADO,AVERBADO,2015/03/10,"-","-",,"2017","-",ENVIADO,"-",ENVIADO,"-","-","-","-"
"1388",OU CENTRO,"1388",SIM,NOTIFICADO,"0010550251",NAO UTILIZADO,"0010550251",NÃO UTILIZADO,R DO BOTICARIO,"103",SIM,SPSE,OU CENTRO,"252","2019",2015/03/10,IPTU PROGRESSIVO,NOTIFICADO,AVERBADO,2015/03/10,"-","-",,"2017","-",ENVIADO,"-",ENVIADO,"-","-","-","-"
"1389",OU CENTRO,"1389",SIM,NOTIFICADO,"0010550252",NAO UTILIZADO,"0010550252",NÃO UTILIZADO,R DO BOTICARIO,"103",SIM,SPSE,OU CENTRO,"252","2019",2015/03/10,IPTU PROGRESSIVO,NOTIFICADO,AVERBADO,2015/03/10,"-","-",,"2017","-",ENVIADO,"-",ENVIADO,"-","-","-","-"
"1390",OU CENTRO,"1390",SIM,NOTIFICADO,"0010550253",NAO UTILIZADO,"0010550253",NÃO UTILIZADO,R DO BOTICARIO,"103",SIM,SPSE,OU CENTRO,"252","2019",2015/03/10,IPTU PROGRESSIVO,NOTIFICADO,AVERBADO,2015/03/10,"-","-",,"2017","-",ENVIADO,"-",ENVIADO,"-","-","-","-"
"1391",OU CENTRO,"1391",SIM,NOTIFICADO,"0010550254",NAO UTILIZADO,"0010550254",NÃO UTILIZADO,R DO BOTICARIO,"103",SIM,SPSE,OU CENTRO,"252","2019",2015/03/10,IPTU PROGRESSIVO,NOTIFICADO,AVERBADO,2015/03/10,"-","-",,"2017","-",ENVIADO,"-",ENVIADO,"-","-","-","-"
"1392",SUBPREFEITURA MOOCA,"1392",NÃO,IMPUGNAÇÃO EM ANÁLISE,"0260500129",SUBUTILIZADO,"0260500129",SUBUTILIZADO,R VISC DE PARNAIBA,"2373",,SPMO,SUBPREFEITURA MOOCA,"172","278",2017/07/22,PEUC,IMPUGNAÇÃO EM ANÁLISE,"-",2017/07/22,"-","-",,"-","-","-","-","-","-","-","-","-"
"1393",SUBPREFEITURA MOOCA,"1393",NÃO,NOTIFICADO,"0270120406",SUBUTILIZADO,"0270120406",SUBUTILIZADO,R IPANEMA,"00143",NA,SPMO,SUBPREFEITURA MOOCA,"1178","239",2016/12/06,PEUC,IMPUGNAÇÃO INDEFERIDA / MONITORAMENTO,"-",2016/12/06,"-","-",,"-","-","-","-","-","-","-","-","-"
"1394",OU CENTRO,"1394",NÃO,IMPUGNAÇÃO INDEFERIDA / MONITORAMENTO,"0060350357",NAO UTILIZADO,"0060350357",NÃO UTILIZADO,AV. NOVE DE JULHO,"40",SIM,SPSE,OU CENTRO,"857","70",2019/11/29,PEUC,IMPUGNAÇÃO INDEFERIDA / MONITORAMENTO,"-",2019/11/29,"-","-",,"-","-","-","-","-","-","-","-","-"
"1395",OU CENTRO,"1395",NÃO,NOTIFICADO,"0060350225",NAO UTILIZADO,"0060350225",NÃO UTILIZADO,AV. NOVE DE JULHO,"40",SIM,SPSE,OU CENTRO,"857","60",2019/12/04,PEUC,NOTIFICADO,"-",2019/12/04,"-","-",,"-","-","-","-","-","-","-","-","-"
"1396",OU CENTRO,"1396",NÃO,NOTIFICADO,"0060350256",NAO UTILIZADO,"0060350256",NÃO UTILIZADO,AV. NOVE DE JULHO,"40",SIM,SPSE,OU CENTRO,"857","70",2019/12/05,PEUC,NOTIFICADO,"-",2019/12/05,"-","-",,"-","-","-","-","-","-","-","-","-"
"1397",OU CENTRO,"1397",NÃO,NOTIFICADO,"0060350257",NAO UTILIZADO,"0060350257",NÃO UTILIZADO,AV. NOVE DE JULHO,"40",SIM,SPSE,OU CENTRO,"857","60",2019/12/05,PEUC,NOTIFICADO,"-",2019/12/05,"-","-",,"-","-","-","-","-","-","-","-","-"
